,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,id,class_bird,french name
243,"Forster, JR, 1771",,  - ,minor,"
 ",Caprimulgidés,https://www.oiseaux.net/photos/denis.chavigny/images/engoulevent.d.amerique.dcha.0p.jpg,https://www.oiseaux.net/maps/images/engoulevent.d.amerique.1.200.w.png,Caprimulgiformes,  ,  25 cm,Engoulevent d'Amérique (Chordeiles minor) est un oiseau qui appartient à la famille des Caprimulgidés.,Engoulevent d'Amérique,92,092.Nighthawk,Engoulevent d'Amérique
244,"Scopoli, 1769",LC,  85 à 93 cm.,alba,"
 ",Tytonidés,https://www.oiseaux.net/photos/denis.chavigny/images/effraie.des.clochers.dcha.0p.jpg,,Strigiformes,  ,  44 cm,"L'Effraie des clochers est une chouette de taille moyenne tout à fait distinctive et facile à reconnaître. Son masque facial pâle en forme de cœur, entourant ses yeux sombres assez petits, est caractéristique. Lorsqu'elle est surprise de jour dans sa retraite, elle ferme les yeux et contracte son masque, ce qui lui donne une physionomie particulière.
Les parties supérieures sont grises et rousses, et finement tachetées de blanc et de noir. Les parties inférieures ont une teinte qui va du blanc pur à un roux assez prononcé, avec ou sans tacheture.
Les rémiges et les rectrices sont nettement barrées de noirâtre. Les longs tarses sont étroitement emplumés de blanc ou de roux. Le bec est pâle, couleur corne.
L'espèce compte 10 sous-espèces (anciennement 28 avant les ""splits"") mais les différences de plumage ne sont pas très importantes entre elles. La ssp ""alba"" d'Europe de l'Ouest est plus blanche dessous que ""guttata"" d'Europe centrale qui est nettement rousse avec des taches sombres.
Il n'y a pas de dimorphisme sexuel, mais le mâle est en moyenne plus pâle que la femelle, en particulier sur les côtés de la tête et du cou, et moins tacheté qu'elle.
Le poussin est couvert d'un duvet blanc fourni. Le juvénile est semblable à l'adulte, mais encore plus tacheté.",Effraie des clochers,213,213.Chouette_effraie,Effraie des clochers
245,"Linnaeus, 1758",,  30 à 35 cm.,enucleator,"
 ",Fringillidés,https://www.oiseaux.net/photos/denis.chavigny/images/durbec.des.sapins.dcha.1p.jpg,https://www.oiseaux.net/maps/images/durbec.des.sapins.1.200.w.png,Passériformes,  42 à 77 g,  26 cm,"Bien que très proche des membres du genre Loxia, réunissant les becs-croisés, le Durbec des sapins s'en distingue essentiellement par son bec plus court dont les mandibules ne sont pas croisées à l'extrémité. En livrée nuptiale, le mâle possède un plumage à dominante rouge rosé, avec un arrière du ventre et des sous-caudales gris. Comme le Bec-croisé bifascié, l'aile noirâtre est marquée par une double barre blanche. Cependant, il ne peut être confondu avec ce dernier en raison de sa plus grande taille et de la moins grande visibilité de ses barres alaires. La femelle est à dominante jaunâtre ou verdâtre. Sa tête, sa poitrine et son croupion jaune orangé terne contrastent avec les parties supérieures et les flancs habituellement gris.",Durbec des sapins,56,056.Pine_Grosbeak,Durbec des sapins
246,,,,,,,https://www.oiseaux.net/photos/aurelien.audevard/images/diamant.mandarin.auau.1p.152.h.jpg,,,,,"Le front, le capuchon, la nuque et les côtés du cou sont gris ou gris clair, devenant gris-brun sur le manteau. Le dos, les scapulaires et les couvertures alaires présentent une coloration gris sombre avec des bordures chamois-brun pâle. Les plumes de vol sont également gris foncé. La partie inférieure du croupion est blanc au centre, gris ou gris sombre sur les côtés. Les longues couvertures sus-caudales portent de larges barres noires et blanches. La queue noir brunâtre est masquée à la base par les couvertures sus-caudales. Les lores et la zone moustachiale sont blancs, encadrés par deux fines barres noires qui partent de la base du bec jusqu'au dessous de l'oeil, créant un curieux effet de 'goutte lacrimale'. Les joues et les couvertures auriculaires sont brun chaud ou châtain clair. Le menton, la gorge et le haut de la poitrine affichent une teinte gris clair nuancée de chamois, soulignés par une bande noire qui traverse le centre de la poitrine et se poursuit en petits filets sur les côtés. Les côtés de la partie basse de la poitrine et les flancs présentent une riche coloration châtain avec des petits points blancs. Le reste du dessous est blanc ou blanc-crème. Le bec court et plutôt trapu varie de l'orange éclatant au rouge. Les pattes et les pieds sont roses ou orange rosé. 
La femelle est une version simplifiée du mâle. Chez elle, joues et couvertures auriculaires châtain, menton et gorge rayée, bande pectorale noire et flancs bruns pointillés de blancs sont absents. En contrepartie, le dessus est gris uni avec un croupion blanc. Le dessous est chamois grisâtre avec un ventre et des couvertures sous-caudales plus blanches. Les couvertures sus-caudales sont fortement rayées et le bec est plus pâle que chez le mâle. Les juvéniles sont assez semblables aux femelles adultes. Cependant leurs parties inférieures sont plus nuancées de chamois-brun et deviennent plus grise avec l'âge. La goutte lacrimale sur la face n'est pas toujours encadrée de noir. Le bec est entièrement noir.",Diamant mandarin,221,221.Diamant_mandarin,Diamant mandarin
247,"Gmelin, JF, 1789",LC,  200 à 240 cm.,olor,"
 ",Anatidés,https://www.oiseaux.net/photos/denis.chavigny/images/cygne.tubercule.dcha.0p.jpg,,Ansériformes,  9000 à 13000 g,  160 cm,"Oiseau très connu. Couleur générale blanc neige. Bec orange-rouge. Tubercule noir caractéristique à la naissance du bec. Les sexes sont identiques, sauf au printemps : le tubercule est alors plus gros chez le mâle que chez la femelle. Juvéniles : leur plumage tire sur le gris, souvenez-vous de l'histoire du vilain petit canard.
Les juvéniles ont un plumage brun grisâtre, commençant à devenir blanc durant le premier hiver, mais quelques plumes restent grises jusqu'au second hiver. Les pattes sont noires, le bec est gris, les yeux sont bruns. 
Les nouveaux-nés sont gris pâle avec le dessous blanc. Le bec est bleu-gris foncé, les pattes sont bleu-gris. Les nouveaux-nés en phase claire sont blancs avec les pattes gris clair/rose. 
Les poussins pèsent 210 à 220 grammes à la naissance. 
Le Cygne tuberculé a une audition et une vision aiguës. 
Dans la nature, il vit une vingtaine d'années. En captivité, il peut vivre de 30 à 40 ans.",Cygne tuberculé,219,219.Cygne_tubercule,Cygne tuberculé
248,,,,,,,https://www.oiseaux.net/photos/ricketdi/images/coulicou.a.bec.noir.fori.4p.152.h.jpg,,,,,Coulicou à bec noir (Coccyzus erythropthalmus) est un oiseau qui appartient à la famille des Cuculidés.,Coulicou à bec noir,31,031.Black_billed_Cuckoo,Coulicou à bec noir
249,,,,,,,https://www.oiseaux.net/photos/michel.lamarche/images/id/coulicou.a.bec.jaune.mila.3p.152.h.jpg,https://www.oiseaux.net/maps/images/coulicou.a.bec.jaune.1.200.w.png,,,,Coulicou à bec jaune (Coccyzus americanus) est un oiseau qui appartient à la famille des Cuculidés.,Coulicou à bec jaune,33,033.Yellow_billed_Cuckoo,Coulicou à bec jaune
250,"Linnaeus, 1758",LC,  92 à 100 cm.,corone,"
 ",Corvidés,https://www.oiseaux.net/photos/john.gould/images/id/corneille.noire.jogo.0p.jpg,,Passériformes,  450 à 600 g,  53 cm,"La Corneille noire appartient à la famille des corvidés qui comprend les plus grands des passereaux du monde, et dans cette famille au genre Corvus dont la majorité des membres ont un plumage entièrement noir.
De son nom scientifique Corvus corone, la Corneille noire correspond bien à ce schéma. Tout chez elle est noir, de la pointe du bec au bout de la queue en passant par l'œil et les pattes. Chez l'adulte, le plumage neuf est lustré et brille au soleil avec même des reflets bleus ou verts. Avec l'usure, il devient terne, brunâtre. Les sexes sont identiques. Le juvénile se distingue à son plumage noir moins ""serré"", à son œil plus gris et surtout à l'intérieur de la cavité buccale rouge qui se voit bien lors des nourrissages. Très vite ensuite, il deviendra d'aspect semblable à l'adulte.
Dans son aire eurasiatique, la corneille peut être confondue avec deux autres corvidés noirs, le Grand Corbeau et le Corbeau freux. Le premier est plus grand, avec un bec plus fort qui fait paraître sa tête plus petite en proportion et une queue plus longue et cunéiforme dépassant la pointe des ailes au repos. Le second a une taille similaire à celle de la corneille, mais l'adulte a le bec gris de forme différente (plus haut à la base et plus pointu) avec une zone de peau nue gris clair autour de sa base. La queue est plus longue et cunéiforme et dépasse la pointe des ailes au repos. Si confusion il peut y avoir, c'est surtout avec le freux juvénile. En effet, ce dernier a un bec gris sombre, avec la base emplumée noire s'avançant sur le culmen et cachant les narines, un peu comme chez la corneille. Ce qu'il faut voir alors pour faire la distinction, c'est la forme du bec (plus pointu chez le freux), la forme du crâne (souvent bombé chez le freux), la longueur de la queue (dépasse les ailes chez le freux) et bien sûr la voix et le comportement (cris plus nasillards et comportement plus grégaire chez le freux).
Au vol, la silhouette de la corneille est typique, avec des ailes plus larges et une queue plus courte et plus arrondie que celles de ses congénères.",Corneille noire,218,218.Corneille_noire,Corneille noire
251,"Linnaeus, 1758",LC,  81 à 94 cm.,frugilegus,"
 ",Corvidés,https://www.oiseaux.net/photos/denis.chavigny/images/corbeau.freux.dcha.2p.jpg,,Passériformes,  380 à 520 g,  46 cm,"La famille des Corvidés comprend les plus grands des passereaux connus, le plus grand étant le bien nommé Grand Corbeau.
Le Corbeau freux est plus petit mais mesure quand même entre 45 et 50 cm de longueur pour une envergure de 90 cm en moyenne. Les proportions sont un peu les mêmes, la silhouette également, mais avec la queue simplement arrondie à son extrémité. De loin, il peut faire illusion, mais fort heureusement, la voix est très différente comme on le verra plus loin. La confusion avec la Corneille noire est possible, mais là encore la voix est discriminante. Il est plus fin et plus allongé que celle-ci et son allure au sol est comme dégingandée. En vol, la corneille a les ailes plus larges et moins longues que celles du freux et la queue plus courte. 
La silhouette est particulière avec l'arrière effilé du fait des longues ailes pointant vers l'extrémité de la queue. La tête n'a pas la rondeur de celle de la corneille, mais montre d'habitude un front ou une calotte bombés. 
Mais ce qui saute aux yeux à distance raisonnable chez la sous-espèce nominale qui nous concerne, c'est le bec, gris, long et pointu, parfois un peu courbe. Il est tellement évident qu'il semble effacer la tête. Sa base est couverte de peau nue gris clair dessus comme dessous. Le plumage est entièrement noir et d'aspect lustré, avec des reflets bleus ou violacés au soleil. L'oeil et les pattes sont noirs, ces dernières munies de culottes allongées. Le mâle est un peu plus grand que la femelle.
La sous-espèce pastinator de l'est du continent diffère de frugilegus par la face emplumée et non nue. Il convient donc de bien regarder la forme du bec.
Le juvénile peut être confondu avec une corneille et il faut bien regarder la tête. Le bec est le même que celui de l'adulte, long et pointu, mais il est noir et le culmen est couvert sur la moitié de sa longueur de vibrisses appliquées, comme chez la corneille. Il faut donc être très attentif. Heureusement, la voix et le comportement grégaire du freux sont une aide appréciable. Un jeune freux a toujours des adultes près de lui.",Corbeau freux,217,217.Corbeau_freux,Corbeau freux
252,"Linnaeus, 1758",LC,  25 à 30 cm.,cinclus,"
 ",Cinclidés,https://www.oiseaux.net/photos/denis.chavigny/images/cincle.plongeur.dcha.0p.jpg,,Passériformes,  46 à 75 g,  20 cm,"Le cincle plongeur est un oiseau à queue courte. La tête, la nuque et le haut du dos sont brun-roux. Le dos est gris-ardoise foncé, avec un aspect écaillé. 
Le menton, la gorge et la poitrine sont d'un blanc pur, séparés de l'abdomen foncé par une bande couleur châtain. 
Le bec est noirâtre. Les yeux sont foncés avec une paupière claire, et une membrane nictitante blanchâtre visible quand il cligne des yeux. Cette membrane protège ses yeux quand il est immergé. Les pattes et les doigts sont roses. 
Les deux sexes sont semblables.
Le juvénile est plus gris sur le dessus, avec des liserés foncés. Les parties inférieures sont blanches, tachetées de gris. Les pattes et les doigts sont rosâtres. Il a les yeux foncés avec un cercle oculaire blanchâtre.",Cincle plongeur,216,216.Cincle_plongeur,Cincle plongeur
253,"Linnaeus, 1758",LC,  155 à 165 cm.,ciconia,"
 ",Ciconiidés,https://www.oiseaux.net/photos/denis.chavigny/images/id/cigogne.blanche.dcha.1p.jpg,,Ciconiiformes,  3000 à 3500 g,  102 cm,"La Cigogne blanche est un grand échassier au plumage blanc et noir, sans dimorphisme sexuel. C'est un oiseau bien connu et qui ne passe pas inaperçu dans son environnement.
Le plumage de contour et la queue sont blancs tandis que les ailes sont bicolores. Les rémiges, l'alule, les grandes couvertures et les couvertures primaires supérieures sont noires, le reste blanc. En vue supérieure d'une cigogne en vol, on voit que le noir de l'aile n'est pas homogène, mais que les rémiges primaires internes et les secondaires montrent un net éclaircissement le long du rachis, d'où un aspect strié typique de l'arrière de l'aile. En période nuptiale, des plumes blanches allongées apparaissent à la base du cou. 
Le bec, fort et en poignard, est rouge sang, de même que les longues pattes. À la base inférieure du bec, la zone gulaire dénudée est rouge et noire. L'œil sombre est inclus dans une zone de peau nue noire et oblongue qui donne à l'oiseau un aspect sévère.
Il est très fréquent d'observer un salissement du plumage blanc de l'adulte qui devient grisâtre ou roussâtre sous l'action de facteurs naturels (incubation dans un nid humide par exemple) ou artificiels (fréquentation de décharges publiques ou de stations de lagunage).
Le juvénile a un plumage identique à celui de l'adulte, mais le noir est plus terne, plus brun. Le bec, d'abord noir, se teinte ensuite d'orange terne à la base. Les pattes sont rosâtres.",Cigogne blanche,215,215.Cigogne_blanche,Cigogne blanche
